Title,Date,Location,Description,Tags,latitude,longitude
Step Team Instructor,2011-10-03,"985 Rockaway Avenue
Brooklyn, NY 11212
(40.656451255408264, -73.90732282830548), NY 11212.0",The PAL BBC Steppers Step team program seeks an instructor available on Wednesday from 5:00pm – 7:30pm and Saturday mornings from 11:00 am – 1:00 pm. The BBC Steppers will consist of about 20 middle school and teen participants with or without formal experience in stepping.,Health,40.656068,-73.907245
We Promote Knowledge & Love: Parade Day in Harlem,2011-09-18,"2340 Fifth Avenue
New York, NY 10037
(40.816695105391204, -73.9347993383837), NY 10037.0","Join one of The Laundromat Project's teaching artists Shani Peters and support this community interactive, social practice art project.  It’s easy; put on a sandwich board, grab a stack of flyers, and spread KNOWLEDGE and LOVE throughout Harlem!",Strengthening Communities,40.816616,-73.934829
Operations and Welcome Desk Volunteer,2011-08-16,"32 Broadway
New York, NY 10004
(40.70604252290616, -74.01308532103428), NY 10004.0","NYAWC is seeking a volunteer to ensure our office is running at an optimal level. In order to do that, we need a volunteer to help with the following:",General,40.706045,-74.013096
Kitchen Assistant,2011-09-06,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0",Help prepare and serve food to children in our Early Head Start Program.,General,40.746817,-73.993655
Passover Food Distribution Volunteer Needed!  ,2011-04-11,"Coney Island Avenue Brooklyn
, NY 11230
(40.631956374132415, -73.96675674669487), NY 11230.0",Volunteers are needed to participate in Met Council’s Passover Food Distribution for families affected by domestic violence.,Helping Neighbors in Need,,
Tutor Youth in Harlem --55+ Only,2011-01-25,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Tutors needed in after school programs for high school and junior high school students in Harlem.,Education,,
Girl Scout Series - East Harlem,2011-09-19,"280 Pleasant Ave
Harlem, NY 10029
(40.79480422455373, -73.93330103742075), NY 10029.0","We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",Strengthening Communities,40.794476,-73.933565
Artist Volunteer Opportunities,2011-01-18,"165 46th Street
New York, NY 10036
(40.7586085621595, -73.98506333562563), NY 10036.0",Artists Striving to End Poverty in New York City is seeking artist volunteers to work in New York City.,General,,
Civil Air Patrol America's Best kept secret (Brooklyn),2011-07-20,"1224 Park Place
Brooklyn, NY 11213
(40.67268717852895, -73.93695770187597), NY 11213.0","Civil Air Patrol has three congressionally mandated missions: Emergency Services, Aerospace Education and the Cadet Program.",Strengthening Communities,40.672713,-73.936924
Iridescent Science Studio Open House Volunteers,2011-04-13,"890 Garrison Ave
Bronx, NY 10474
(40.817114194167054, -73.89198548226072), NY 10474.0","Come out to the South Bronx to help us hold our first open house! We need volunteers to help staff the event and run educational exhibit tables. Help us express a love of learning, science, and engineering to the community in the poorest congressional district in the country.",Strengthening Communities,40.817286,-73.89184
E-Mentor ,2011-01-06,"25 21st Street
New York, NY 10010
(40.73956924815843, -73.98889355844608), NY 10010.0",icouldbe.org is an award-winning online mentoring program connecting middle and high school students from diverse communities with mentors from across the country.,Education,,
GED Math/Humanities Tutor,2011-03-23,"1 Smith Street
Brooklyn, NY 11201
(40.69142005102751, -73.987316196984), NY 11201.0","Pre-GED/GED Literacy and/or Math tutoring. Experience highly desirable but not essential. Proven ability to manage learners. Strong organizational, computer, verbal (oral and written) math, communication skills. Commitment to caring and helping others.",Helping Neighbors in Need,40.691306,-73.987419
Food Pantry Volunteers,2011-03-01,"543 Cary Ave Staten Island
NY,  10310
(40.632317121459955, -74.11999682434858), NY 10310.0",Volunteers needed on Weds 5-7pm at SI Food Pantry,General,40.632308,-74.119937
Brooklyn Stop 'N' Swap,2011-02-26,"113 Ft
Brooklyn, NY 11238
(40.67886241346963, -73.9638204696389), NY 11238.0","Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items.  Help sort, fold and display items to make this a fun free reuse experience for all.",Environment,,
Intake Delivery Monday,2011-08-15,"8 109th Street
New York, NY 10029
(40.795965732615855, -73.94910755186987), NY 10029.0",Volunteers help with deliveries and organization of the pantry.,Helping Neighbors in Need,,
iMentor: We Need More Male Mentors ,2011-08-03,"30 Broad Street
New York, NY 10004
(40.706177421210555, -74.01126869053508), NY 10004.0",Join over a thousand professionals in NYC who mentor teens from underserved communities. Most of them had never served as mentors before joining but iMentor’s flexible and supportive mentoring model gave them the opportunity and confidence to try.,Education,40.70618,-74.01125
Brand Identity for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","Creating a brand identity will explore an organization's history, values, vision, mission, and key stakeholders.",Strengthening Communities,40.720942,-73.997929
Inspire NY Recycling at Summer Streets 2011!,2011-08-06,"51 Chambers Street
New York, NY 10007
(40.71377351801845, -74.0053942535769), NY 10007.0","Come enjoy the green summer experience of Park Avenue closed to car traffic for 7 miles, and help us save massive heaps of recyclable materials from going into landfills and incinerators! Volunteers are needed to run our recycling game and help monitor event recycling.",Environment,40.713797,-74.005494
Activity Assistant  ,2011-03-07,"61 43 186th Street Fresh Meadow
NY,  11365
(40.73987184371066, -73.79462153515567), NY 11365.0",Provides instruction to camp participants for indicated activity or subject. Teaches the associated knowledge and skills and assists campers in achieving activity or lesson goals.,Strengthening Communities,40.739873,-73.788239
Sports Marketing Specialist,2011-02-23,"55 Lexington Avenue
New York, NY 10010
(40.74055729531126, -73.98392283234197), NY 10010.0",We are looking to attain a highly skilled sports marketing specialist who can assist securing sponsorship opportunities for our non-profit program and events.,Strengthening Communities,40.740596,-73.983938
Strategic Marketing Plan for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0",An effective marketing plan addresses an organization's medium to long term goals by leveraging limited resources to achieve maximum impact.,Strengthening Communities,40.720942,-73.997929
Help feed our Bronx community,2011-07-30,"85 165 Street
Bronx, NY 10452
(40.83162353671856, -73.922408930193), NY 10452.0","Momentum needs volunteers to help with a dinner program, located on East 165th Street near the Grand Concourse in the Bronx, offering a nutritious hot meal and pantry to take home, as well as social services.",Helping Neighbors in Need,,
Volunteers at Governor's Island ,2011-06-25,"17 Nolan Park on Governor 's Island
New York, NY 10004
(40.688827825343935, -74.01911250583743), NY 10004.0","Volunteers are needed Fridays, Saturdays, and Sundays. They would help open the site, greet visitors, explain the exhibition and help with our special events.",Strengthening Communities,,
Fitness Instructor for Seniors,2011-09-01,"171 Lexington Ave
New York, NY 10016
(40.74423799432977, -73.9812457099107), NY 10016.0","Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",Health,40.744241,-73.981285
Development/Fundraising Assistance,2011-05-15,"20217 New
York, NY 10001
(40.75025902143676, -73.99688630375988), NY 10001.0","Ideal volunteer should want to work to prevent domestic, interpersonal and family violence and willing to raise money to make this happen.",Strengthening Communities,,
CEO Expert Advice for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","This project gives you the rare opportunity to meet with a seasoned CEO of a successful for-profit company that has at least $1,000,000 in annual revenue. You must be the Executive Director, or equivalent, of an organization to be eligible for this project.",Strengthening Communities,40.720942,-73.997929
Help Care for Babies at the Teen Family Center - 55+ Only,2011-08-15,"105 22 Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Assist staff by providing support in caring for babies.,Helping Neighbors in Need,,
French Translator,2011-07-20,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0",Volunteer needed to translate written materials from English to French.,Helping Neighbors in Need,40.746817,-73.993655
World Cares Center Annual Volunteer Recruitment Event ,2011-04-18,"520 8th Ave
New York, NY 10018
(40.75376054978079, -73.99232896859803), NY 10018.0","We empower communities by training volunteers to prepare and respond to disasters. On 6/22/11, we will host an info session at our office where we are asking anyone interested in service to learn more about volunteer opportunities at WCC. Everyone has something to contribute.",Emergency Preparedness,40.753612,-73.992417
Communications Intern,2011-08-12,"548 Broadway
New York, NY 10012
(40.723633146495736, -73.99822304358818), NY 10012.0",HAI is looking for two interns to work with the Director of Communications.,Strengthening Communities,40.723624,-73.99829
Volunteer with Brooklyn’s older adults!,2011-09-20,"57 Willoughby Street
Brooklyn, NY 11201
(40.692238836414404, -73.98662013867026), NY 11201.0","Heights and Hills is recruiting volunteers to support our elderly clients through a range of activities including weekly companionship, and help with one time tasks such as setting up email accounts or hanging drapes.",Helping Neighbors in Need,40.692217,-73.986665
Make a difference for the LGBTQ community of Queens!,2011-02-05,"76 11 37th Ave Jackson Heights
NY,  11372
(40.75163073936716, -73.88361254528269), NY 11372.0","Queens Pride House, the Lesbian, Gay, Bisexual, Trans, Queer/Questioning center of Queens is seeking volunteers in a variety of roles.  Join us for our next orientation session, February 25th at 6:30 to get more involved! For more information: http://queenspridehouse.org/volunteer-opportunities",Strengthening Communities,40.749193,-73.889702
It's My Park Day: Western John Muir Volunteer,2011-10-15,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265), NY 10463.0",Help with a forest restoratio project along the John Muir Trail of Van Cortlandt Park,Strengthening Communities,40.895865,-73.892294
Volunteer program aide/escort,2011-04-20,"199 14th Street
Brooklyn, NY 11215
(40.66705475241829, -73.99058149690018), NY 11215.0",Assist staff in providing program and transportation to clients in a fun and challenging environment.,Helping Neighbors in Need,40.666966,-73.990448
Volunteer Program Volunteer,2011-08-16,"32 Broadway
New York, NY 10004
(40.70604252290616, -74.01308532103428), NY 10004.0",NYAWC is seeking a volunteer to assist our Administration department with our busy office.,Strengthening Communities,40.706045,-74.013096
Become An Activity Leader! --55+ Only,2011-04-29,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Manhattan/Brighton Beach Senior Center is looking for activity leaders for any and all topics! Volunteer once a week to share your particular field of interest with our members.  Contact us and we will help you develop an opportunity tailored specifically to you and your talents!,Helping Neighbors in Need,,
Musician for Alzheimer's Program,2011-03-08,"331 70th Street
New York, NY 10021
(40.76689065140857, -73.95789392809615), NY 10021.0","Bring the joy of music to seniors with Alzheimer's and related dementia at Lenox Hill Neighborhood House, the oldest and largest social and educational services organization on Manhattan's Upper East Side.",Strengthening Communities,,
Newsletter Writer/Editor,2011-02-10,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836), NY 10007.0",Big Apple Greeter is looking for a volunteer to handle the writing and production of quarterly online newsletter.,Strengthening Communities,40.713001,-74.004181
Turtle Bay Music School Decorating Party!,2011-10-21,"244 52nd Street
New York, NY 10022
(40.756624229687965, -73.96884239322272), NY 10022.0",Join us at Turtle Bay Music School for our Cocktails & Cobwebs decorating party!,General,,
Intern for Brooklyn Unlimited workshop,2011-04-27,"285 Schermerhorn Street
Brooklyn, NY 11217
(40.687790343385544, -73.98292053949278), NY 11217.0","BCS is seeking a motivated and outgoing individual with a strong interest in working with adults with disabilities in our BKLYN UNLTD workshop, our sub-assembly packing, shipping and labeling company.",Strengthening Communities,40.687759,-73.982898
Join the CancerCare Team at the 14th Annual EIF Revlon Run/Walk For Women,2011-04-30,"275 Seventh Avenue
New York, NY 10001
(40.745639671856225, -73.99452331434952), NY 10001.0",Join the CancerCare Team & Make a Difference in the Fight Against Cancer!,General,40.745743,-73.994435
Grant Writer,2011-02-23,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836), NY 10007.0",Big Apple Greeter’s Director of Development seeks a part-time Volunteer Grant Writer. The ideal candidate will have a several years of grant-writing experience.,Strengthening Communities,40.713001,-74.004181
I would like to become a mentor,2011-01-24,"477 Greene Ave
brooklyn, NY 11216
(40.68833873427424, -73.95194766904321), NY 11216.0","A mentor’s main purpose is to help a child define individual goals and find ways to achieve them.  Since the expectation of each child will vary, the mentor’s job is to encourage the development of a flexible relationship that responds to both the mentor’s and the child’s needs.",Education,40.688289,-73.952216
Events Coordinator,2011-02-28,"568 Jerome St
Brooklyn, NY 11207
(40.667188699215906, -73.88520654134761), NY 11207.0","ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Volunteers should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,40.667112,-73.885169
Website CMS Conversion Coordinator ,2011-09-02,"244 Madison Ave
New York, NY 10016
(40.75015809710567, -73.98126558278405), NY 10016.0",The BCA is currently in need for an individual to rewrite and convert our current Content Management Software to a more functional CMS (possible Drupal),Strengthening Communities,40.750131,-73.981247
Google Adwords Plan for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","This plan helps an organization determine how to spend its advertising dollars and manage this program. This project involves keyword research, ad copywriting, and account optimization guidelines.",Strengthening Communities,40.720942,-73.997929
Pharmacy Assistant,2011-06-10,"120 106th Street
New York, NY 10025
(40.7994834845182, -73.96352009942227), NY 10025.0","We are currently accepting applications for FALL 2011  Volunteers are needed weekdays to assist in our pharmacy with packaging, labeling, delivering medications and also to perform minor filing and other clerical work .",Helping Neighbors in Need,,
Coffee & Conversation Volunteer Opportunity,2011-06-09,"420 8th Ave
Brooklyn, NY 11238
(40.66865562817529, -73.97684099566105), NY 11238.0",Help immigrants and new Americans practice their English through some Coffee & Conversation!,Helping Neighbors in Need,40.668597,-73.976861
Governor's Island Family Festival,2011-05-28,"4 Irving Place
New York, NY 10003
(40.734106908087384, -73.98864446892128), NY 10003.0","Join the Governors Island Alliance on Saturday, May 28th for our seventh annual Family Festival in Nolan Park on Governors Island. Volunteers are needed to help set up and run activities for children ranging from theater games to arts and crafts projects. Please go to Bit.ly/GIAVolunteer to sign up!",Strengthening Communities,40.734163,-73.988627
Special Events Assistant,2011-01-26,"34 1 2 East 12th Street
New York, NY 10003
(40.734434119371144, -73.99401070079284), NY 10003.0",The Police Athletic League of New York City seeks talented and creative volunteers to assist with the planning and delivery of special events hosted by PAL throughout New York City.  Our events cater to youth and adults and are fun filled.,Strengthening Communities,,
Volunteer for NYLAG's Food Stamps Project,2011-08-16,"7 Hanover Square
New York, NY 10004
(40.7043068313896, -74.00918226342714), NY 10004.0","Volunteers needed to file for fair hearings, do client advocacy and screen clients for food stamps.",Helping Neighbors in Need,40.70447,-74.009406
Cosmetologist and Barber Volunteer Vocational Instructors,2011-10-01,"985 Rockaway Avenue
Brooklyn, NY 11212
(40.656451255408264, -73.90732282830548), NY 11212.0","PAL Brownsville Beacon Center (BBC) seeks dedicated Cosmetology and Barber Volunteer Instructors to educate participants in different areas and forms of hair care and beauty. Instructor must be able to instruct, explain, and demonstrate techniques and methods high school aged students.",Education,40.656068,-73.907245
Calling all Citizens: Improve Student Achievement in NYC by Teaching your Passion!,2011-10-03,"55 Exchange Place
Manhattan, NY 10005
(40.706172474547756, -74.01084613297641), NY 10005.0",Share What YOU Know and Love: Become a Citizen Teacher!,Education,40.706186,-74.010907
Career Conference 2011- CALL FOR PROFESSIONALS!,2011-03-26,"2090 7th Ave
New York, NY 10027
(40.8086819592997, -73.94868505900372), NY 10027.0",We are seeking Professionals in a variety of industries to participate in roundtable discussions with students! We are also seeking Professionals who are interested in conducting a workshop for our scholars on Networking.   Networking: People skills to get you where you want to go!,Education,40.808639,-73.948582
Help A Middle School Student Learn A New Skill --55+ Only,2011-04-25,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0","At Citizen Schools, middle school students work side-by-side with experts like you to explore new fields, learn new skills, and create something real for their community.",Education,,
Staten Island: Yoga Instructor for Shape Up New York!,2011-09-15,"1234 5th Avenue
New York, NY 10029
(40.793325183462535, -73.95176754309219), NY 10029.0",NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Greenbelt Recreation Center in Staten Island.,Health,40.793292,-73.951826
MS131 Painting Project,2011-09-10,"41 Park Row
New York, NY 10038
(40.71182840349377, -74.00632180417499), NY 10038.0",Join us for a painting project at MS131 in Chinatown on September 10th 2011. As part of our day of service in remembrance of 9/11.,Education,40.71187,-74.00641
Fundraising Inern,2011-02-28,"568 Jerome St
Brooklyn, NY 11207
(40.667188699215906, -73.88520654134761), NY 11207.0","ARTs East New York Inc. is looking for open-minded, motivated volunteer with an interest in the arts and community development to further the mission of our organization. Volunteer should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,40.667112,-73.885169
It's Never A Bad Time to Make A Friend--55+ Only,2011-04-28,"105 22nd Street
Brooklyn, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Community Services-Nazi Victim Friendly Visitor Program. This friendly visiting program serves as the last surviving relative to the victims of the Nazi Persecution. Supported by social workers these are people who would benefit from a friendly visitor who can spend an hour a week with clients.,Helping Neighbors in Need,,
HTML Curriculum Design Intern,2011-06-05,"120 Wall Street
New York, NY 10005
(40.704414750033095, -74.00648429733923), NY 10005.0",Girls Inc. of NYC seeks a HTML Curriculum Design Intern to supplement and expand our HTML curriculum for girls in grades 6 – 11.,Strengthening Communities,40.70438,-74.006427
Dance/Drama Instructor,2011-07-10,"851 Hegeman Ave
Brooklyn, NY 11207
(40.66451589141086, -73.88107178975392), NY 11207.0","We are seeking an instructor for our youth dance/drama workshop. Mon and Wed 3p-5p. The students will be conducting a production of ""The Wiz"". Instructor will be responsible for creating all lesson plans and reports.   ARTs East New York Inc.  artseastny.com",Education,40.664571,-73.880906
Tour Guide Volunteer Opportunity,2011-09-24,"2900 Southern Boulevard
Bronx, NY 10458
(40.865047547653994, -73.88379028800846), NY 10458.0",We are currently seeking friendly and energetic adults to be part of NYBG’s tour guide program.,Environment,40.865684,-73.883312
Youth Service Day: Neighborhood Festival 2011,2011-04-16,"3101 Kingsbridge Terrace
Bronx, NY 10463
(40.877585488561785, -73.90026905620573), NY 10463.0",Join KHCC and Horace Mann High School for a celebration of service learning!,Education,40.877505,-73.90033
Volunteer at CMA's Annual Family Benefit,2011-05-22,"182 Lafayette Street
New York, NY 10013
(40.72063851944171, -73.9985522770408), NY 10013.0","Volunteers needed for our exciting Family Benefit at Webster Hall, May 22, 2011!",Strengthening Communities,40.72064,-73.998568
Technology Course Facilitator ,2011-03-21,"380385 Brooklyn
NY,  11238
(40.67886241346963, -73.9638204696389), NY 11238.0","Facilitate an IT focused course, there are opportunities for basic, intermediate and specialized IT program facilitation in addition to assistance with community engagement and outreach.",Strengthening Communities,,
Route Marshall,2011-06-05,"333 Seventh Avenue
New York, NY 10001
(40.747492275236596, -73.99319231774615), NY 10001.0","You will ride one of the various routes (15, 30, 45, 62, 100 miles)  to see order is maintained, any emergencies be addressed, and any questions that the riders may have be answered.",Strengthening Communities,40.747629,-73.99306
"Office Support, Volunteer Recruitment and Personnel Opportunities",2011-04-14,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764), NY 10025.0","Office support - Provide office support, office management, database management, desktop publishing, word processing and any other office work  Volunteer Recruitment & Personnel - Recruit, supervise and communicate with volunteers and interns in our office and all over the world",Strengthening Communities,,
JASA Nutrition Workshop Volunteer info session,2011-05-24,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063), NY 10001.0",Learn more about how you can help with our Nutrition Workshop series.,Health,,
Blankets of Love,2011-09-22,"315 Hudson St
New York, NY 10013
(40.72636283816059, -74.00749200433894), NY 10013.0",Knitting Project,Strengthening Communities,40.72631,-74.00749
Staten Island: Zumba Instructor for Shape Up New York!,2011-09-16,"1234 5th Avenue
New York, NY 10029
(40.793325183462535, -73.95176754309219), NY 10029.0",NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Faber Park in Staten Island.,Health,40.793292,-73.951826
WordPress Blog for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0",Blogs enable organizations to easily publish a stream of new content. WordPress is a free open-source and SEO-friendly blogging software that organizations can use to build blogs and provide regularly updated content to their audiences,Strengthening Communities,40.720942,-73.997929
Mt. Zion Kidz Fair,2011-08-28,"203 37th Street
Brooklyn, NY 11203
(40.65222632350615, -73.94290179219394), NY 11203.0","A day of fun and games, giveways for the entire community.",Strengthening Communities,40.656162,-74.00901
Ice Skating - Police Athletic League,2011-02-19,"441 Manhattan Avenue
New York, NY 10026
(40.80669464442542, -73.95561864336202), NY 10026.0",Please join us and the PAL kids for ice skating at Riverbank Park. It's a great way to enjoy the final days of winter and for a very good cause! Volunteers are kindly asked to pay for their expenses on the day. Admission to rink and skate rental are $5.00 and $6.00 respectively.,Strengthening Communities,40.806654,-73.955649
Market Research for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","Market research can help an organization determine the most effective programs to maintain and pursue once it has developed its strategic vision, mission, and aspirations. Market research can consist of interviews with key stakeholders and surveys as well as literature reviews of existing research.",Strengthening Communities,40.720942,-73.997929
Teach Adults and Kids how to Ride Bikes!,2011-08-10,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803), NY 10115.0","Give the gift of confidence, freedom, independence, and a greener, healthier society to others through teaching them how to ride bicycles!",Health,40.811101,-73.964168
2011 Concern Spring Run in Central Park!,2011-02-04,"355 Lexington Ave
New York, NY 10017
(40.75016951126717, -73.97694147468593), NY 10017.0","Concern’s annual Spring Run needs volunteers! Looking for groups & individuals! Concern Worldwide US, an international humanitarian agency committed to fighting extreme poverty around the world, needs over 100 volunteers to help spread the word and join us for a great day out in Central Park!",Strengthening Communities,40.750245,-73.976909
Be a Proctor for Students Taking Exams - 55+ Only,2011-02-04,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",This volunteer opportunity is great for people who are interested in volunteering in a university environment with graduate and undergraduate college students.,Education,,
Volunteer with El Museo del Barrio,2011-06-29,"1230 Fifth Avenue
New York, NY 10029
(40.79327675974827, -73.95185048405926), NY 10029.0",El Museo del Barrio needs your help for a wide array of volunteer tasks!,Strengthening Communities,40.793072,-73.951992
Volunteer at Queens Sand Castle Contest,2011-07-24,"8030 Park Lane Kew Gardens
NY,  11415
(40.711186177816984, -73.83543395214066), NY 11415.0","Join the Department of Parks and Recreation at Far Rockaway Beach on July 24th for a Sand Castle Contest.  Time commitment will include morning and afternoon hours.  Volunteers needed for crafts, face painting, refreshment distribution and contest judging.",Strengthening Communities,40.710954,-73.835147
Personal Shopper,2011-08-10,"2038 Davidson Avenue
Bronx, NY 10453
(40.85374837851653, -73.90853996733885), NY 10453.0",Personal Shoppers work one-on-one with Dress for Success clients to help select their interview suit. Personal shopping is a wonderful way to boost women’s confidence and make a direct impact on our clients’ lives.,Helping Neighbors in Need,40.853537,-73.908741
Accountant,2011-01-24,"31 09 Suite 411 Newtown Ave
Astoria, NY 11102
(40.77152402451418, -73.92643545073543), NY 11102.0",Accountant with non-profit experience,Helping Neighbors in Need,,
Help New Yorkers Affected by the Storm in Queens ,2011-01-23,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824), NY 10007.0","Thousands of New Yorkers aren’t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs.  If you’re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,40.713265,-74.007063
Volunteer to teach ESL students in Chinatown!,2011-07-25,"41 Park Row
New York, NY 10038
(40.71182840349377, -74.00632180417499), NY 10038.0","CVM AmeriCorps’ English Language Literacy program offers free ESL classes to adult learners in the Chinatown and LES community. We currently have four classes - Beginner 1,Beginner 2, Intermediate, and Advanced Conversation. Our classes run on a Monday to Thursday schedule, from 6:30 – 8:30pm.",Helping Neighbors in Need,40.71187,-74.00641
Fundraising and Development Manager for Healthy Eating Programs,2011-01-26,"540 President Street
Brooklyn, NY 11215
(40.6773834625823, -73.98508745696203), NY 11215.0",Looking for someone  to grow the impact of our programs by getting involved in all aspects of our fundraising operations with a focus on fundraising management and development.,Strengthening Communities,40.677354,-73.984973
Community Health Promotion and Awareness Intern,2012-08-03,"475 Park Avenue
New York, NY 10016
(40.745393847676304, -73.98242124325532), NY 10016.0","Intern will have the opportunity to gain experience in many aspects of health education such as: outreach activities, developing culturally specific program materials, and hands on program implementation.",Health,40.762131,-73.97036
Administrative Assistant,2011-09-06,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0","Administrative Assistant need to help with Filing, answering the phones and greeting clients.",Strengthening Communities,40.746817,-73.993655
Marketing & Advertising Volunteer,2011-06-01,"520 8th Ave
NY, NY 10018
(40.75376054978079, -73.99232896859803), NY 10018.0","World Cares Center is looking for individuals to help us with branding initiatives and producing print materials (pamphlets, brochures, etc.)for marketing our programs and initiatives.",Strengthening Communities,40.753612,-73.992417
Photographer,2011-08-18,"315 36th Street
New York, NY 10018
(40.75386846842434, -73.99347110757526), NY 10018.0","The Family Center is a New York City non-profit dedicated to strengthening families affected by illness, crisis, and loss.  We are currently seeking a volunteer event photographer to capture compelling images of the children and families in our care.",Strengthening Communities,,
"Housing Works, Inc. Needs Corporate Group Volunteers",2011-03-03,"594 Broadway
New York, NY 10012
(40.725076114188276, -73.99702114886225), NY 10012.0","Housing Works, Inc. is looking to partner with corporate volunteer groups to volunteer at our Processing and Donations Center in Long Island City Queens. We can accommodate large groups and welcome help Mondays through Saturdays.",Strengthening Communities,40.72496,-73.997157
Coordinator,2011-09-10,"260 MacDougal Street
Brooklyn, NY 11233
(40.68038499926165, -73.90993739564615), NY 11233.0",Our Annual Back to School Kickoff,Strengthening Communities,40.680383,-73.909948
Clerical Assistant,2011-08-02,"305 7th Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0","Clerical Assistanted wanted.  Assist in filing, typing, record keeping, some receptionist duties.",Strengthening Communities,40.746817,-73.993655
Computers / Technical Support Volunteer Opportunity,2011-04-12,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764), NY 10025.0","Windows desktop support and system administration, networking, software updating and configuration, and office equipment troubleshooting.",Strengthening Communities,,
Administrative Volunteer,2011-05-31,"50 Broadway
New York, NY 10004
(40.70641124493818, -74.01279753798491), NY 10004.0",We are looking for an excited and organized individual to help us in our day to day activities. Join a dynamic team to help prevent suicide.,Helping Neighbors in Need,40.706449,-74.012761
Queens-Volunteer at Fall 5K Run,2011-10-02,"80 30 Park Lane Kew Gardens
NY,  11415
(40.708286075142325, -73.82855612156771), NY 11415.0","Volunteers are needed in Forest Park, Queens, to assist with a Fall 5K Run.",General,40.710954,-73.835147
Miles For Moms Charity Run/Walk Volunteer Opportunities,2011-07-17,"102 St & East Side Drive
NY,  10128
(40.781770000585084, -73.95062814906976), NY 10128.0","Volunteers Needed for 4-Mile Charity Run/Walk for Cancer Research in New York City's Central Park on Sunday, July 17, 2011 (7:00 a.m. to Noon)",Strengthening Communities,,
Audience support,2011-06-11,"108 court street
brooklyn, NY 11202
(40.69046698947164, -73.99203002284442), NY 11202.0","Help pass out programs, serve food to performers, support audience members.",Strengthening Communities,40.690502,-73.991988
Overnight Night Volunteer,2011-04-12,"575 8th Ave
New York, NY 10018
(40.754911681978285, -73.99150159233108), NY 10018.0","The Olivieri Drop-In Center participates in the Emergency Shelter Network Respite Bed Program, a network of volunteer-run emergency respite sites hosted by various Congregations and community organizations throughout New York City.",Helping Neighbors in Need,40.754952,-73.991467
Nonprofit Development - Public Relations,2011-04-08,"230 Sackett Street
Brooklyn, NY 11231
(40.68392768175474, -73.99871220556926), NY 11231.0",Help our nonprofit tell its story,Strengthening Communities,40.683929,-73.998659
Free CPR Training in Brooklyn!,2011-03-24,"420 83 Street
Brooklyn, NY 11236
(40.64271918139121, -73.9175126732569), NY 11236.0",Learn CPR. Save a life. Use your BLANK for good.,Emergency Preparedness,40.6246,-74.026744
